frame_id,student_id,behavior_label,confidence,cx,cy,timestamp
6,unknown,normal posture,1.0,314,542,2026-05-02 21:00:12
6,unknown,normal posture,1.0,683,495,2026-05-02 21:00:12
6,unknown,normal posture,1.0,441,423,2026-05-02 21:00:12
6,unknown,normal posture,1.0,1025,518,2026-05-02 21:00:12
6,unknown,normal posture,1.0,79,435,2026-05-02 21:00:12
6,unknown,normal posture,1.0,795,353,2026-05-02 21:00:12
6,unknown,normal posture,1.0,1183,404,2026-05-02 21:00:12
6,unknown,normal posture,1.0,1181,491,2026-05-02 21:00:12
7,unknown,normal posture,1.0,314,542,2026-05-02 21:00:12
7,unknown,normal posture,1.0,685,496,2026-05-02 21:00:12
7,unknown,normal posture,1.0,441,423,2026-05-02 21:00:12
7,unknown,normal posture,1.0,1026,518,2026-05-02 21:00:12
7,unknown,normal posture,1.0,78,431,2026-05-02 21:00:12
7,unknown,normal posture,1.0,794,353,2026-05-02 21:00:12
7,unknown,normal posture,1.0,1183,405,2026-05-02 21:00:12
7,unknown,normal posture,1.0,1181,491,2026-05-02 21:00:12
8,unknown,normal posture,1.0,315,542,2026-05-02 21:00:12
8,unknown,normal posture,1.0,686,496,2026-05-02 21:00:12
8,unknown,normal posture,1.0,1025,518,2026-05-02 21:00:12
8,unknown,normal posture,1.0,441,423,2026-05-02 21:00:12
8,unknown,normal posture,1.0,76,430,2026-05-02 21:00:12
8,unknown,normal posture,1.0,795,352,2026-05-02 21:00:12
8,unknown,normal posture,1.0,1181,490,2026-05-02 21:00:12
8,unknown,normal posture,1.0,1183,404,2026-05-02 21:00:12
9,unknown,normal posture,1.0,315,542,2026-05-02 21:00:12
9,unknown,normal posture,1.0,685,496,2026-05-02 21:00:12
9,unknown,normal posture,1.0,1026,518,2026-05-02 21:00:12
9,unknown,normal posture,1.0,441,423,2026-05-02 21:00:12
9,unknown,normal posture,1.0,75,430,2026-05-02 21:00:12
9,unknown,normal posture,1.0,795,352,2026-05-02 21:00:12
9,unknown,normal posture,1.0,1181,490,2026-05-02 21:00:12
9,unknown,normal posture,1.0,1183,405,2026-05-02 21:00:12
10,unknown,normal posture,1.0,315,542,2026-05-02 21:00:14
10,unknown,normal posture,1.0,684,496,2026-05-02 21:00:14
10,unknown,normal posture,1.0,1027,518,2026-05-02 21:00:14
10,stu_003,normal posture,1.0,442,422,2026-05-02 21:00:14
10,stu_004,normal posture,1.0,75,430,2026-05-02 21:00:14
10,unknown,normal posture,1.0,795,353,2026-05-02 21:00:14
10,unknown,normal posture,1.0,1182,490,2026-05-02 21:00:14
11,unknown,normal posture,1.0,315,542,2026-05-02 21:00:14
11,unknown,normal posture,1.0,685,496,2026-05-02 21:00:14
11,unknown,normal posture,1.0,1025,519,2026-05-02 21:00:14
11,unknown,normal posture,1.0,441,424,2026-05-02 21:00:14
11,unknown,normal posture,1.0,76,431,2026-05-02 21:00:14
11,unknown,normal posture,1.0,795,354,2026-05-02 21:00:14
11,unknown,normal posture,1.0,1182,491,2026-05-02 21:00:14
12,unknown,normal posture,1.0,315,542,2026-05-02 21:00:14
12,unknown,normal posture,1.0,686,497,2026-05-02 21:00:14
12,unknown,normal posture,1.0,1026,520,2026-05-02 21:00:14
12,unknown,normal posture,1.0,441,424,2026-05-02 21:00:14
12,unknown,normal posture,1.0,76,431,2026-05-02 21:00:14
12,unknown,normal posture,1.0,796,354,2026-05-02 21:00:14
12,unknown,normal posture,1.0,1183,488,2026-05-02 21:00:14
13,unknown,normal posture,1.0,315,542,2026-05-02 21:00:14
13,unknown,normal posture,1.0,685,497,2026-05-02 21:00:14
13,unknown,normal posture,1.0,1027,520,2026-05-02 21:00:14
13,unknown,normal posture,1.0,441,425,2026-05-02 21:00:14
13,unknown,normal posture,1.0,76,433,2026-05-02 21:00:14
13,unknown,normal posture,1.0,796,353,2026-05-02 21:00:14
13,unknown,normal posture,1.0,1181,490,2026-05-02 21:00:14
14,unknown,normal posture,1.0,315,543,2026-05-02 21:00:14
14,unknown,normal posture,1.0,686,499,2026-05-02 21:00:14
14,unknown,normal posture,1.0,441,425,2026-05-02 21:00:14
14,unknown,normal posture,1.0,1027,521,2026-05-02 21:00:14
14,unknown,normal posture,1.0,76,435,2026-05-02 21:00:14
14,unknown,normal posture,1.0,797,352,2026-05-02 21:00:14
14,unknown,normal posture,1.0,1181,491,2026-05-02 21:00:14
14,unknown,normal posture,1.0,1183,408,2026-05-02 21:00:14
15,unknown,normal posture,1.0,315,542,2026-05-02 21:00:14
15,unknown,normal posture,1.0,686,498,2026-05-02 21:00:14
15,unknown,normal posture,1.0,441,424,2026-05-02 21:00:14
15,unknown,normal posture,1.0,76,436,2026-05-02 21:00:14
15,unknown,normal posture,1.0,797,352,2026-05-02 21:00:14
15,unknown,normal posture,1.0,1027,521,2026-05-02 21:00:14
15,unknown,normal posture,1.0,1185,489,2026-05-02 21:00:14
15,unknown,normal posture,1.0,1185,407,2026-05-02 21:00:14
16,unknown,normal posture,1.0,314,543,2026-05-02 21:00:14
16,unknown,normal posture,1.0,685,498,2026-05-02 21:00:14
16,unknown,normal posture,1.0,441,424,2026-05-02 21:00:14
16,unknown,normal posture,1.0,75,435,2026-05-02 21:00:14
16,unknown,normal posture,1.0,797,352,2026-05-02 21:00:14
16,unknown,normal posture,1.0,1027,520,2026-05-02 21:00:14
16,unknown,normal posture,1.0,1185,489,2026-05-02 21:00:14
16,unknown,normal posture,1.0,1185,407,2026-05-02 21:00:14
17,unknown,normal posture,1.0,314,543,2026-05-02 21:00:14
17,unknown,normal posture,1.0,685,499,2026-05-02 21:00:14
17,unknown,normal posture,1.0,442,421,2026-05-02 21:00:14
17,unknown,normal posture,1.0,75,435,2026-05-02 21:00:14
17,unknown,normal posture,1.0,797,353,2026-05-02 21:00:14
17,unknown,normal posture,1.0,1027,520,2026-05-02 21:00:14
17,unknown,normal posture,1.0,1184,491,2026-05-02 21:00:14
17,unknown,normal posture,1.0,1185,407,2026-05-02 21:00:14
18,unknown,normal posture,1.0,314,541,2026-05-02 21:00:14
18,unknown,normal posture,1.0,686,499,2026-05-02 21:00:14
18,unknown,normal posture,1.0,75,434,2026-05-02 21:00:14
18,unknown,normal posture,1.0,444,409,2026-05-02 21:00:14
18,unknown,normal posture,1.0,1026,520,2026-05-02 21:00:14
18,unknown,normal posture,1.0,796,352,2026-05-02 21:00:14
18,unknown,normal posture,1.0,1184,491,2026-05-02 21:00:14
18,unknown,normal posture,1.0,1186,408,2026-05-02 21:00:14
19,unknown,normal posture,1.0,313,540,2026-05-02 21:00:14
19,unknown,normal posture,1.0,684,500,2026-05-02 21:00:14
19,unknown,normal posture,1.0,1027,521,2026-05-02 21:00:14
19,unknown,normal posture,1.0,76,433,2026-05-02 21:00:14
19,unknown,normal posture,1.0,795,353,2026-05-02 21:00:14
19,unknown,normal posture,1.0,439,390,2026-05-02 21:00:14
19,unknown,normal posture,1.0,1186,408,2026-05-02 21:00:14
19,unknown,normal posture,1.0,1183,492,2026-05-02 21:00:14
20,unknown,normal posture,1.0,314,540,2026-05-02 21:00:16
20,unknown,normal posture,1.0,685,501,2026-05-02 21:00:16
20,unknown,normal posture,1.0,1027,519,2026-05-02 21:00:16
20,unknown,normal posture,1.0,796,355,2026-05-02 21:00:16
20,stu_003,normal posture,1.0,433,391,2026-05-02 21:00:16
20,stu_004,normal posture,1.0,77,432,2026-05-02 21:00:16
20,stu_006,normal posture,1.0,1186,410,2026-05-02 21:00:16
20,unknown,normal posture,1.0,1183,493,2026-05-02 21:00:16
21,unknown,normal posture,1.0,313,537,2026-05-02 21:00:16
21,unknown,normal posture,1.0,685,501,2026-05-02 21:00:16
21,unknown,normal posture,1.0,795,354,2026-05-02 21:00:16
21,unknown,normal posture,1.0,1026,520,2026-05-02 21:00:16
21,unknown,normal posture,1.0,77,432,2026-05-02 21:00:16
21,unknown,normal posture,1.0,448,387,2026-05-02 21:00:16
21,unknown,normal posture,1.0,1185,489,2026-05-02 21:00:16
21,unknown,normal posture,1.0,1185,410,2026-05-02 21:00:16
22,unknown,normal posture,1.0,311,535,2026-05-02 21:00:16
22,unknown,normal posture,1.0,686,502,2026-05-02 21:00:16
22,unknown,raised hand,1.0,404,318,2026-05-02 21:00:16
22,unknown,normal posture,1.0,795,354,2026-05-02 21:00:16
22,unknown,normal posture,1.0,78,430,2026-05-02 21:00:16
22,unknown,normal posture,1.0,1027,520,2026-05-02 21:00:16
22,unknown,normal posture,1.0,1185,489,2026-05-02 21:00:16
22,unknown,normal posture,1.0,448,386,2026-05-02 21:00:16
22,unknown,normal posture,1.0,1186,410,2026-05-02 21:00:16
23,unknown,normal posture,1.0,303,531,2026-05-02 21:00:16
23,unknown,normal posture,1.0,685,503,2026-05-02 21:00:16
23,unknown,normal posture,1.0,80,427,2026-05-02 21:00:16
23,unknown,normal posture,1.0,795,353,2026-05-02 21:00:16
23,unknown,raised hand,1.0,372,319,2026-05-02 21:00:16
23,unknown,normal posture,1.0,1025,521,2026-05-02 21:00:16
23,unknown,normal posture,1.0,449,384,2026-05-02 21:00:16
23,unknown,normal posture,1.0,1185,490,2026-05-02 21:00:16
23,unknown,normal posture,1.0,1186,411,2026-05-02 21:00:16
24,unknown,normal posture,1.0,288,527,2026-05-02 21:00:16
24,unknown,normal posture,1.0,685,502,2026-05-02 21:00:16
24,unknown,normal posture,1.0,81,424,2026-05-02 21:00:16
24,unknown,normal posture,1.0,448,383,2026-05-02 21:00:16
24,unknown,normal posture,1.0,795,352,2026-05-02 21:00:16
24,unknown,raised hand,1.0,367,319,2026-05-02 21:00:16
24,unknown,normal posture,1.0,1026,520,2026-05-02 21:00:16
24,unknown,normal posture,1.0,1185,490,2026-05-02 21:00:16
24,unknown,normal posture,1.0,1185,411,2026-05-02 21:00:16
25,unknown,normal posture,1.0,686,503,2026-05-02 21:00:16
25,unknown,normal posture,1.0,274,527,2026-05-02 21:00:16
25,unknown,normal posture,1.0,80,418,2026-05-02 21:00:16
25,unknown,normal posture,1.0,447,382,2026-05-02 21:00:16
25,unknown,normal posture,1.0,792,352,2026-05-02 21:00:16
25,unknown,raised hand,1.0,377,312,2026-05-02 21:00:16
25,unknown,normal posture,1.0,1026,520,2026-05-02 21:00:16
25,unknown,normal posture,1.0,1185,490,2026-05-02 21:00:16
25,unknown,normal posture,1.0,1185,412,2026-05-02 21:00:16
26,unknown,normal posture,1.0,268,527,2026-05-02 21:00:16
26,unknown,normal posture,1.0,686,502,2026-05-02 21:00:16
26,unknown,normal posture,1.0,445,383,2026-05-02 21:00:16
26,unknown,raised hand,1.0,83,415,2026-05-02 21:00:16
26,unknown,normal posture,1.0,793,354,2026-05-02 21:00:16
26,unknown,raised hand,1.0,379,312,2026-05-02 21:00:16
26,unknown,normal posture,1.0,1027,520,2026-05-02 21:00:16
26,unknown,normal posture,1.0,1185,490,2026-05-02 21:00:16
26,unknown,normal posture,1.0,1185,411,2026-05-02 21:00:16
27,unknown,normal posture,1.0,687,503,2026-05-02 21:00:16
27,unknown,normal posture,1.0,268,527,2026-05-02 21:00:16
27,unknown,normal posture,1.0,445,383,2026-05-02 21:00:16
27,unknown,normal posture,1.0,1187,410,2026-05-02 21:00:16
27,unknown,raised hand,1.0,76,394,2026-05-02 21:00:16
27,unknown,normal posture,1.0,789,354,2026-05-02 21:00:16
27,unknown,raised hand,1.0,373,314,2026-05-02 21:00:16
27,unknown,normal posture,1.0,1026,520,2026-05-02 21:00:16
27,unknown,normal posture,1.0,1185,493,2026-05-02 21:00:16
28,unknown,normal posture,1.0,687,504,2026-05-02 21:00:16
28,unknown,raised hand,1.0,265,505,2026-05-02 21:00:16
28,unknown,raised hand,1.0,854,309,2026-05-02 21:00:16
28,unknown,normal posture,1.0,1187,405,2026-05-02 21:00:16
28,unknown,normal posture,1.0,1187,489,2026-05-02 21:00:16
28,unknown,normal posture,1.0,444,386,2026-05-02 21:00:16
28,unknown,raised hand,1.0,373,365,2026-05-02 21:00:16
28,unknown,normal posture,1.0,1027,522,2026-05-02 21:00:16
29,unknown,normal posture,1.0,688,504,2026-05-02 21:00:16
29,unknown,raised hand,1.0,269,517,2026-05-02 21:00:16
29,unknown,raised hand,1.0,853,295,2026-05-02 21:00:16
29,unknown,raised hand,1.0,153,302,2026-05-02 21:00:16
29,unknown,raised hand,1.0,380,348,2026-05-02 21:00:16
29,unknown,normal posture,1.0,1028,522,2026-05-02 21:00:16
29,unknown,normal posture,1.0,1185,493,2026-05-02 21:00:16
29,unknown,normal posture,1.0,790,354,2026-05-02 21:00:16
30,unknown,normal posture,1.0,690,505,2026-05-02 21:00:18
30,unknown,raised hand,1.0,275,436,2026-05-02 21:00:18
30,stu_004,raised hand,1.0,194,316,2026-05-02 21:00:18
30,stu_006,normal posture,1.0,1181,390,2026-05-02 21:00:18
30,unknown,raised hand,1.0,844,297,2026-05-02 21:00:18
30,unknown,normal posture,1.0,1025,517,2026-05-02 21:00:18
30,stu_003,raised hand,1.0,393,323,2026-05-02 21:00:18
30,stu_005,normal posture,1.0,916,453,2026-05-02 21:00:18
31,unknown,normal posture,1.0,690,505,2026-05-02 21:00:18
31,unknown,raised hand,1.0,266,456,2026-05-02 21:00:18
31,unknown,normal posture,1.0,1174,390,2026-05-02 21:00:18
31,unknown,raised hand,1.0,135,284,2026-05-02 21:00:18
31,unknown,raised hand,1.0,386,309,2026-05-02 21:00:18
31,unknown,normal posture,1.0,914,450,2026-05-02 21:00:18
31,unknown,normal posture,1.0,789,351,2026-05-02 21:00:18
31,unknown,raised hand,1.0,839,288,2026-05-02 21:00:18
32,unknown,normal posture,1.0,689,504,2026-05-02 21:00:18
32,unknown,raised hand,1.0,118,285,2026-05-02 21:00:18
32,unknown,raised hand,1.0,263,482,2026-05-02 21:00:18
32,unknown,raised hand,1.0,1172,372,2026-05-02 21:00:18
32,unknown,raised hand,1.0,384,313,2026-05-02 21:00:18
32,unknown,normal posture,1.0,789,359,2026-05-02 21:00:18
32,unknown,raised hand,1.0,1173,472,2026-05-02 21:00:18
33,unknown,normal posture,1.0,688,505,2026-05-02 21:00:18
33,unknown,raised hand,1.0,264,472,2026-05-02 21:00:18
33,unknown,raised hand,1.0,112,282,2026-05-02 21:00:18
33,unknown,raised hand,1.0,1175,340,2026-05-02 21:00:18
33,unknown,raised hand,1.0,383,285,2026-05-02 21:00:18
34,unknown,normal posture,1.0,688,504,2026-05-02 21:00:18
34,unknown,raised hand,1.0,260,496,2026-05-02 21:00:18
34,unknown,raised hand,1.0,108,293,2026-05-02 21:00:18
34,unknown,raised hand,1.0,1177,317,2026-05-02 21:00:18
34,unknown,raised hand,1.0,383,316,2026-05-02 21:00:18
34,unknown,raised hand,1.0,911,356,2026-05-02 21:00:18
34,unknown,raised hand,1.0,1021,417,2026-05-02 21:00:18
35,unknown,normal posture,1.0,689,503,2026-05-02 21:00:18
35,unknown,raised hand,1.0,107,298,2026-05-02 21:00:18
35,unknown,raised hand,1.0,259,476,2026-05-02 21:00:18
35,unknown,raised hand,1.0,901,337,2026-05-02 21:00:18
35,unknown,raised hand,1.0,1173,309,2026-05-02 21:00:18
35,unknown,raised hand,1.0,1014,412,2026-05-02 21:00:18
35,unknown,raised hand,1.0,383,317,2026-05-02 21:00:18
36,unknown,raised hand,1.0,106,299,2026-05-02 21:00:18
36,unknown,normal posture,1.0,689,503,2026-05-02 21:00:18
36,unknown,raised hand,1.0,260,460,2026-05-02 21:00:18
36,unknown,raised hand,1.0,1163,311,2026-05-02 21:00:18
36,unknown,raised hand,1.0,1015,416,2026-05-02 21:00:18
37,unknown,raised hand,1.0,107,301,2026-05-02 21:00:18
37,unknown,normal posture,1.0,691,506,2026-05-02 21:00:18
37,unknown,raised hand,1.0,259,468,2026-05-02 21:00:18
37,unknown,raised hand,1.0,1172,320,2026-05-02 21:00:18
37,unknown,raised hand,1.0,1012,415,2026-05-02 21:00:18
38,unknown,raised hand,1.0,108,299,2026-05-02 21:00:18
38,unknown,normal posture,1.0,692,506,2026-05-02 21:00:18
38,unknown,raised hand,1.0,269,501,2026-05-02 21:00:18
38,unknown,raised hand,1.0,1171,320,2026-05-02 21:00:18
38,unknown,raised hand,1.0,1012,419,2026-05-02 21:00:18
39,unknown,raised hand,1.0,109,299,2026-05-02 21:00:18
39,unknown,normal posture,1.0,692,505,2026-05-02 21:00:18
39,unknown,raised hand,1.0,261,462,2026-05-02 21:00:18
39,unknown,raised hand,1.0,1170,322,2026-05-02 21:00:18
39,unknown,raised hand,1.0,1012,416,2026-05-02 21:00:18
40,unknown,raised hand,1.0,110,296,2026-05-02 21:00:19
40,unknown,normal posture,1.0,690,502,2026-05-02 21:00:19
40,unknown,raised hand,1.0,261,469,2026-05-02 21:00:19
40,unknown,raised hand,1.0,1168,326,2026-05-02 21:00:19
40,stu_003,raised hand,1.0,409,318,2026-05-02 21:00:19
40,unknown,raised hand,1.0,1017,416,2026-05-02 21:00:19
41,unknown,normal posture,1.0,691,503,2026-05-02 21:00:19
41,unknown,raised hand,1.0,112,295,2026-05-02 21:00:19
41,unknown,raised hand,1.0,260,483,2026-05-02 21:00:19
41,unknown,raised hand,1.0,1163,316,2026-05-02 21:00:19
41,unknown,raised hand,1.0,1017,418,2026-05-02 21:00:19
42,unknown,normal posture,1.0,691,503,2026-05-02 21:00:19
42,unknown,raised hand,1.0,114,295,2026-05-02 21:00:19
42,unknown,raised hand,1.0,257,476,2026-05-02 21:00:19
42,unknown,raised hand,1.0,1164,318,2026-05-02 21:00:19
42,unknown,raised hand,1.0,1017,413,2026-05-02 21:00:19
42,unknown,raised hand,1.0,413,319,2026-05-02 21:00:19
43,unknown,normal posture,1.0,691,504,2026-05-02 21:00:19
43,unknown,raised hand,1.0,115,295,2026-05-02 21:00:19
43,unknown,raised hand,1.0,256,465,2026-05-02 21:00:19
43,unknown,raised hand,1.0,1165,328,2026-05-02 21:00:19
43,unknown,raised hand,1.0,1015,408,2026-05-02 21:00:19
44,unknown,normal posture,1.0,691,504,2026-05-02 21:00:19
44,unknown,raised hand,1.0,117,295,2026-05-02 21:00:19
44,unknown,raised hand,1.0,254,453,2026-05-02 21:00:19
44,unknown,raised hand,1.0,1165,322,2026-05-02 21:00:19
44,unknown,raised hand,1.0,892,327,2026-05-02 21:00:19
45,unknown,normal posture,1.0,692,503,2026-05-02 21:00:19
45,unknown,raised hand,1.0,118,296,2026-05-02 21:00:19
45,unknown,raised hand,1.0,255,459,2026-05-02 21:00:19
45,unknown,raised hand,1.0,1166,320,2026-05-02 21:00:19
45,unknown,raised hand,1.0,901,328,2026-05-02 21:00:19
46,unknown,normal posture,1.0,692,503,2026-05-02 21:00:19
46,unknown,raised hand,1.0,122,296,2026-05-02 21:00:19
46,unknown,raised hand,1.0,255,524,2026-05-02 21:00:19
46,unknown,raised hand,1.0,1165,320,2026-05-02 21:00:19
46,unknown,raised hand,1.0,258,432,2026-05-02 21:00:19
46,unknown,raised hand,1.0,421,318,2026-05-02 21:00:19
46,unknown,raised hand,1.0,906,329,2026-05-02 21:00:19
47,unknown,normal posture,1.0,693,505,2026-05-02 21:00:19
47,unknown,raised hand,1.0,127,296,2026-05-02 21:00:19
47,unknown,raised hand,1.0,259,454,2026-05-02 21:00:19
47,unknown,raised hand,1.0,1165,322,2026-05-02 21:00:19
47,unknown,raised hand,1.0,422,319,2026-05-02 21:00:19
48,unknown,normal posture,1.0,693,506,2026-05-02 21:00:19
48,unknown,raised hand,1.0,126,298,2026-05-02 21:00:19
48,unknown,raised hand,1.0,261,453,2026-05-02 21:00:19
48,unknown,raised hand,1.0,1169,326,2026-05-02 21:00:19
48,unknown,raised hand,1.0,422,319,2026-05-02 21:00:19
49,unknown,normal posture,1.0,692,505,2026-05-02 21:00:19
49,unknown,raised hand,1.0,126,299,2026-05-02 21:00:19
49,unknown,raised hand,1.0,256,444,2026-05-02 21:00:19
49,unknown,raised hand,1.0,1170,327,2026-05-02 21:00:19
49,unknown,raised hand,1.0,421,319,2026-05-02 21:00:19
50,stu_004,normal posture,1.0,692,506,2026-05-02 21:00:21
50,unknown,raised hand,1.0,123,297,2026-05-02 21:00:21
50,unknown,raised hand,1.0,254,445,2026-05-02 21:00:21
50,stu_006,raised hand,1.0,1170,327,2026-05-02 21:00:21
50,stu_003,raised hand,1.0,421,319,2026-05-02 21:00:21
51,unknown,normal posture,1.0,694,505,2026-05-02 21:00:21
51,unknown,raised hand,1.0,118,298,2026-05-02 21:00:21
51,unknown,raised hand,1.0,255,453,2026-05-02 21:00:21
51,unknown,raised hand,1.0,1170,323,2026-05-02 21:00:21
51,unknown,raised hand,1.0,422,320,2026-05-02 21:00:21
52,unknown,normal posture,1.0,694,506,2026-05-02 21:00:21
52,unknown,raised hand,1.0,116,294,2026-05-02 21:00:21
52,unknown,raised hand,1.0,256,456,2026-05-02 21:00:21
52,unknown,raised hand,1.0,1169,327,2026-05-02 21:00:21
52,unknown,raised hand,1.0,422,320,2026-05-02 21:00:21
53,unknown,normal posture,1.0,693,506,2026-05-02 21:00:21
53,unknown,raised hand,1.0,255,453,2026-05-02 21:00:21
53,unknown,raised hand,1.0,114,294,2026-05-02 21:00:21
53,unknown,raised hand,1.0,1171,330,2026-05-02 21:00:21
53,unknown,raised hand,1.0,422,322,2026-05-02 21:00:21
53,unknown,raised hand,1.0,1025,422,2026-05-02 21:00:21
54,unknown,normal posture,1.0,693,506,2026-05-02 21:00:21
54,unknown,raised hand,1.0,255,464,2026-05-02 21:00:21
54,unknown,raised hand,1.0,113,294,2026-05-02 21:00:21
54,unknown,raised hand,1.0,1171,331,2026-05-02 21:00:21
54,unknown,raised hand,1.0,422,322,2026-05-02 21:00:21
54,unknown,raised hand,1.0,1023,426,2026-05-02 21:00:21
55,unknown,normal posture,1.0,693,507,2026-05-02 21:00:21
55,unknown,raised hand,1.0,255,444,2026-05-02 21:00:21
55,unknown,raised hand,1.0,1169,328,2026-05-02 21:00:21
55,unknown,raised hand,1.0,422,321,2026-05-02 21:00:21
55,unknown,raised hand,1.0,115,299,2026-05-02 21:00:21
55,unknown,raised hand,1.0,1022,421,2026-05-02 21:00:21
56,unknown,normal posture,1.0,693,507,2026-05-02 21:00:21
56,unknown,raised hand,1.0,255,453,2026-05-02 21:00:21
56,unknown,raised hand,1.0,1169,327,2026-05-02 21:00:21
56,unknown,raised hand,1.0,421,321,2026-05-02 21:00:21
56,unknown,raised hand,1.0,113,301,2026-05-02 21:00:21
56,unknown,raised hand,1.0,1025,429,2026-05-02 21:00:21
56,unknown,raised hand,1.0,1169,426,2026-05-02 21:00:21
57,unknown,normal posture,1.0,693,508,2026-05-02 21:00:21
57,unknown,raised hand,1.0,255,441,2026-05-02 21:00:21
57,unknown,raised hand,1.0,421,322,2026-05-02 21:00:21
57,unknown,raised hand,1.0,1169,325,2026-05-02 21:00:21
57,unknown,raised hand,1.0,110,299,2026-05-02 21:00:21
57,unknown,raised hand,1.0,1023,421,2026-05-02 21:00:21
57,unknown,raised hand,1.0,1169,424,2026-05-02 21:00:21
58,unknown,normal posture,1.0,693,505,2026-05-02 21:00:21
58,unknown,normal posture,1.0,257,456,2026-05-02 21:00:21
58,unknown,raised hand,1.0,106,297,2026-05-02 21:00:21
58,unknown,raised hand,1.0,257,533,2026-05-02 21:00:21
58,unknown,raised hand,1.0,421,323,2026-05-02 21:00:21
58,unknown,raised hand,1.0,1169,423,2026-05-02 21:00:21
58,unknown,raised hand,1.0,1169,324,2026-05-02 21:00:21
58,unknown,raised hand,1.0,1013,420,2026-05-02 21:00:21
59,unknown,normal posture,1.0,692,505,2026-05-02 21:00:21
59,unknown,normal posture,1.0,255,455,2026-05-02 21:00:21
59,unknown,raised hand,1.0,255,531,2026-05-02 21:00:21
59,unknown,raised hand,1.0,106,297,2026-05-02 21:00:21
59,unknown,raised hand,1.0,422,322,2026-05-02 21:00:21
59,unknown,raised hand,1.0,1170,325,2026-05-02 21:00:21
59,unknown,raised hand,1.0,1012,421,2026-05-02 21:00:21
59,unknown,raised hand,1.0,1169,424,2026-05-02 21:00:21
60,stu_004,normal posture,1.0,691,505,2026-05-02 21:00:23
60,stu_004,raised hand,1.0,254,439,2026-05-02 21:00:23
60,stu_003,raised hand,1.0,419,324,2026-05-02 21:00:23
60,stu_004,raised hand,1.0,255,520,2026-05-02 21:00:23
60,unknown,raised hand,1.0,104,299,2026-05-02 21:00:23
60,stu_006,raised hand,1.0,1170,422,2026-05-02 21:00:23
60,stu_006,raised hand,1.0,1169,320,2026-05-02 21:00:23
60,unknown,raised hand,1.0,1007,422,2026-05-02 21:00:23
61,unknown,normal posture,1.0,692,506,2026-05-02 21:00:23
61,unknown,normal posture,1.0,255,498,2026-05-02 21:00:23
61,unknown,raised hand,1.0,421,323,2026-05-02 21:00:23
61,unknown,raised hand,1.0,1169,321,2026-05-02 21:00:23
61,unknown,raised hand,1.0,104,339,2026-05-02 21:00:23
61,unknown,raised hand,1.0,1169,422,2026-05-02 21:00:23
61,unknown,raised hand,1.0,1010,424,2026-05-02 21:00:23
62,unknown,normal posture,1.0,693,507,2026-05-02 21:00:23
62,unknown,normal posture,1.0,258,458,2026-05-02 21:00:23
